Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Area,Road Width,Road Type,Build Area,Amenities,Pricepersqft
Other,Lalitpur,19500000,4,4,2.0,1,West,2076.0,8319.75,20.0, Gravelled,8319.75,17,2343.820427296493
Budhanilkantha,Kathmandu,51000000,5,5,2.0,0,East,2011.0,4791.5,14.0, Blacktopped,4791.5,13,10643.84848168632
Other,Lalitpur,26500000,4,4,2.0,1,East,2075.0,1369.0,16.0, Gravelled,1369.0,12,19357.19503287071
Other,Lalitpur,29500000,5,3,3.0,4,East,2074.0,1369.0,0.0,None,1369.0,10,21548.575602629655
Other,Bhaktapur,1550000,0,0,0.0,0,North,2074.0,12306.0,26.0, Soil Stabilized,12306.0,0,125.95481878758329
Other,Makwanpur,200000,0,0,3.0,0,East,2074.0,311.15,26.24672, Blacktopped,311.15,0,642.7767957576732
Other,Pokhara,15000000,0,0,3.0,0,South West,2074.0,7187.25,30.0, Blacktopped,7187.25,0,2087.029114056141
Other,Makwanpur,650000,0,0,3.0,0,East,2074.0,222.25,26.24672, Paved,222.25,0,2924.6344206974127
Other,Kathmandu,1600000,0,0,3.0,0,East,2074.0,1026.75,12.0, Gravelled,1026.75,0,1558.3150718285854
Other,Kathmandu,1600000,0,0,3.0,0,South,2074.0,1369.0,10.0, Gravelled,1369.0,0,1168.736303871439
Budhanilkantha,Kathmandu,15000000,2,3,3.0,1,West,2012.0,1026.75,12.0, Soil Stabilized,1026.75,10,14609.203798392988
Other,Kathmandu,40000000,3,4,3.0,1,East,2075.0,1026.75,20.0,None,1026.75,0,38957.876795714634
Other,Kathmandu,17500000,6,2,3.0,1,East,2007.0,3764.75,20.0, Gravelled,3764.75,6,4648.383026761405
Hattigauda,Kathmandu,90000000,6,6,3.0,4,East,2069.0,6845.0,15.0, Blacktopped,6845.0,14,13148.283418553689
Other,Bhaktapur,2000000,0,0,3.0,0,North,2074.0,900.0,15.0, Blacktopped,900.0,0,2222.222222222222
Other,Others,15000000,0,0,3.0,0,South East,2074.0,11978.75,20.0, Soil Stabilized,11978.75,0,1252.2174684336846
Other,Kathmandu,1500000,0,0,3.0,0,North,2074.0,200.0,20.0, Blacktopped,200.0,0,7500.0
Other,Kathmandu,1500000,0,0,3.0,0,East,2074.0,700.0,26.24672, Blacktopped,700.0,0,2142.8571428571427
Other,Bhaktapur,1800000,0,0,3.0,0,North,2074.0,300.0,15.0, Blacktopped,300.0,0,6000.0
Imadol,Lalitpur,11000000,3,1,1.0,0,North,2074.0,1026.75,14.0, Gravelled,1026.75,0,10713.416118821524
Other,Bhaktapur,1400000,0,0,3.0,0,West,2074.0,1369.0,10.0, Soil Stabilized,1369.0,0,1022.6442658875092
Other,Kathmandu,70000000,5,5,3.0,0,North,2074.0,3080.25,13.0, Blacktopped,3080.25,0,22725.428130833538
Chabahil,Kathmandu,1400000,0,0,3.0,0,North,2074.0,300.0,15.0, Blacktopped,300.0,0,4666.666666666667
Bhangal,Kathmandu,17900000,5,5,3.0,1,East,2076.0,1197.875,14.0, Gravelled,1197.875,0,14943.12845664197
Bhangal,Kathmandu,34500000,5,5,3.0,2,South West,2076.0,2395.75,15.0, Blacktopped,2395.75,4,14400.500886987373
Basundhara,Kathmandu,41000000,7,6,3.0,3,East,2012.0,2395.75,20.0, Blacktopped,2395.75,10,17113.638735260356
Other,Kathmandu,18500000,7,4,4.0,0,East,2014.0,513.375,26.0, Blacktopped,513.375,4,36036.036036036036
Other,Kathmandu,1900000,0,0,0.0,0,South West,2074.0,1700.0,16.0, Blacktopped,1700.0,0,1117.6470588235295
Chabahil,Kathmandu,1500000,0,0,3.0,0,East,2074.0,1369.0,0.0,None,1369.0,0,1095.6902848794741
Budhanilkantha,Kathmandu,105000000,5,6,3.0,10,West,2074.0,10952.0,20.0, Blacktopped,10952.0,15,9587.289992695398
Other,Bhaktapur,3000000,0,0,3.0,0,South,2074.0,1026.75,10.0,None,1026.75,0,2921.8407596785974
Hattigauda,Kathmandu,36500000,9,10,5.0,2,South,2075.0,2053.5,14.0, Blacktopped,2053.5,6,17774.5312880448
Other,Kathmandu,15000000,0,0,3.0,0,South,2074.0,1026.75,10.0, Blacktopped,1026.75,0,14609.203798392988
Bhangal,Kathmandu,21000000,5,4,2.0,2,West,2074.0,1197.875,13.0, Gravelled,1197.875,1,17531.044558071586
Chabahil,Kathmandu,38000000,0,0,3.0,0,North,2074.0,2738.0,14.0, Blacktopped,2738.0,0,13878.743608473338
Jorpati,Kathmandu,600000,0,0,3.0,0,North,2074.0,500.0,15.0, Blacktopped,500.0,0,1200.0
Kapan,Kathmandu,11000000,0,0,3.0,0,West,2074.0,855.625,12.0, Blacktopped,855.625,0,12856.099342585829
Kapan,Kathmandu,7500000,2,1,1.0,0,North,2074.0,19251.75,12.0, Gravelled,19251.75,0,389.5749737036893
Other,Kathmandu,17500000,7,3,3.0,0,East,2074.0,1095.2,0.0,None,1095.2,0,15978.81665449233
Other,Kathmandu,1350000,0,0,3.0,0,West,2074.0,1369.0,10.0, Gravelled,1369.0,0,986.1212563915267
Other,Kathmandu,1700000,0,0,3.0,0,South,2074.0,12304.0,14.0, Gravelled,12304.0,0,138.1664499349805
Other,Kathmandu,5000000,0,0,3.0,0,West,2074.0,1369.0,20.0, Blacktopped,1369.0,0,3652.300949598247
Other,Kathmandu,5200000,0,0,3.0,0,North,2074.0,1026.75,24.0,None,1026.75,0,5064.523983442902
Other,Pokhara,1800000,0,0,3.0,0,West,2074.0,20535.0,20.0, Blacktopped,20535.0,0,87.65522279035793
Other,Kathmandu,27000000,0,0,3.0,0,East,2074.0,3080.25,0.0,None,3080.25,0,8765.522279035793
Imadol,Lalitpur,13000000,2,1,1.0,0,East,2074.0,11964.75,13.0, Gravelled,11964.75,0,1086.5250005223677
Other,Kathmandu,13000000,0,0,3.0,0,North,2074.0,8316.75,13.0, Gravelled,8316.75,0,1563.1105900742477
Other,Others,1050000,0,0,3.0,0,West,2074.0,20963.0,15.0, Gravelled,20963.0,0,50.088250727472214
Other,Kathmandu,8000000,7,3,3.0,0,West,2074.0,1369.0,10.0,None,1369.0,6,5843.681519357195
Tokha,Kathmandu,17800000,5,6,3.0,1,South,2076.0,1060.975,12.0, Blacktopped,1060.975,0,16777.021136219046
Budhanilkantha,Kathmandu,4000000,0,0,3.0,0,North East,2074.0,2738.0,18.0, Blacktopped,2738.0,0,1460.9203798392987
Budhanilkantha,Kathmandu,21800000,5,6,3.0,1,North East,2076.0,1197.875,12.0, Blacktopped,1197.875,0,18198.89387456955
Other,Kathmandu,29000000,0,0,3.0,0,West,2074.0,11961.75,10.0, Blacktopped,11961.75,0,2424.394423892825
Baluwatar,Kathmandu,6000000,0,0,3.0,0,West,2074.0,9685.75,14.0, Blacktopped,9685.75,0,619.4667423792686
Other,Others,4500000,24,22,4.0,3,East,2074.0,955.675,30.0, Blacktopped,16000.0,1,4708.71373636435
Other,Kathmandu,3500000,0,0,3.0,0,West,2074.0,1026.75,12.0, Soil Stabilized,1026.75,0,3408.8142196250305
Other,Kathmandu,2400000,0,0,3.0,0,West,2074.0,12988.5,10.0, Blacktopped,12988.5,0,184.7788428224968
Basundhara,Kathmandu,23000000,4,3,2.0,0,South,2074.0,1060.975,15.0, Gravelled,1060.975,4,21678.173378260562
Other,Kathmandu,29000000,5,0,3.0,0,West,2074.0,1369.0,12.0, Blacktopped,1369.0,0,21183.345507669834
Dhapasi,Kathmandu,70000000,3,4,2.0,4,North,2074.0,5476.0,20.0, Blacktopped,5476.0,0,12783.053323593864
Other,Kathmandu,37500000,0,0,3.0,0,North,2074.0,8659.0,22.0, Blacktopped,8659.0,9,4330.754128652269
Other,Kathmandu,11500000,0,0,3.0,0,North,2074.0,19251.75,12.0, Gravelled,19251.75,0,597.3482930123236
Other,Kathmandu,12500000,6,0,3.0,0,North,2074.0,11619.5,13.0, Gravelled,11619.5,0,1075.777787340247
Jorpati,Kathmandu,2900000,0,0,3.0,0,West,2074.0,1369.0,12.0, Blacktopped,1369.0,0,2118.3345507669833
Other,Others,350000,0,0,3.0,0,South,2074.0,244.475,20.0, Blacktopped,244.475,0,1431.6392269148175
Other,Kathmandu,42500000,6,0,3.0,4,North,2042.0,9343.5,10.0, Blacktopped,9343.5,9,4548.616685396265
Other,Kathmandu,4200000,0,0,3.0,0,West,2074.0,3422.5,16.0, Gravelled,3422.5,0,1227.173119065011
Other,Kathmandu,2400000,0,0,3.0,0,East,2074.0,1711.25,12.0, Blacktopped,1711.25,0,1402.4835646457268
Budhanilkantha,Kathmandu,2300000,0,0,3.0,0,East,2074.0,4107.0,13.0,None,4107.0,0,560.0194789383978
Other,Kathmandu,1200000,0,0,3.0,0,North,2074.0,1711.25,20.0, Gravelled,1711.25,0,701.2417823228634
Other,Kathmandu,25000000,0,0,3.0,0,South,2074.0,11277.25,9.0, Blacktopped,11277.25,4,2216.8525128023234
Other,Kathmandu,22000000,0,0,3.0,0,South,2074.0,1369.0,22.0, Gravelled,1369.0,9,16070.124178232287
Other,Kathmandu,30000000,5,4,3.0,2,West,2075.0,1369.0,20.0,None,1369.0,0,21913.80569758948
Imadol,Lalitpur,17500000,0,0,3.0,0,South,2074.0,1026.75,13.0,None,1026.75,9,17044.07109812515
Imadol,Lalitpur,15000000,0,0,3.0,0,South,2074.0,7974.5,13.0, Gravelled,7974.5,0,1880.9956737099506
Jorpati,Kathmandu,3700000,0,0,3.0,0,West,2074.0,8659.0,20.0, Blacktopped,8659.0,0,427.3010740270239
Other,Lalitpur,76000000,0,0,3.0,5,South East,2074.0,1711.25,22.0,None,1711.25,0,44411.97954711468
Other,Lalitpur,1450000,0,0,3.0,0,North,2074.0,11961.75,13.0, Blacktopped,11961.75,0,121.21972119464125
Other,Lalitpur,12000000,2,1,1.0,1,East,2016.0,700.0,20.0, Blacktopped,700.0,9,17142.85714285714
Other,Pokhara,37000000,7,5,3.0,3,South East,2074.0,2224.625,20.0, Gravelled,2224.625,15,16632.01663201663
Other,Kathmandu,800000,0,0,3.0,0,South,2074.0,5476.0,20.0, Gravelled,5476.0,0,146.09203798392988
Other,Kathmandu,4000000,0,0,3.0,0,West,2074.0,1026.75,12.0, Gravelled,1026.75,0,3895.7876795714633
Bhaisepati,Lalitpur,26000000,5,4,3.0,0,North,2074.0,1369.0,13.0, Blacktopped,1369.0,9,18991.964937910885
Other,Kathmandu,1400000,0,0,3.0,0,West,2074.0,1026.75,12.0, Soil Stabilized,1026.75,0,1363.5256878500122
Other,Kathmandu,2200000,0,0,3.0,0,East,2074.0,8659.0,13.0, Gravelled,8659.0,0,254.07090888093313
Other,Kathmandu,29800000,11,0,3.0,0,North,2074.0,1711.25,13.0, Blacktopped,1711.25,11,17414.17092768444
Other,Kathmandu,1700000,0,0,3.0,0,West,2074.0,1000.0,15.0, Blacktopped,1000.0,0,1700.0
Other,Bhaktapur,800000,0,0,3.0,0,South,2074.0,1000.0,20.0, Blacktopped,1000.0,0,800.0
Other,Kathmandu,1900000,0,0,3.0,0,North,2074.0,1000.0,15.0, Blacktopped,1000.0,0,1900.0
Other,Kathmandu,32000000,0,0,3.0,0,South,2074.0,2053.5,12.0, Blacktopped,2053.5,0,15583.150718285853
Other,Dharan,10000000,0,0,3.0,0,West,2074.0,222.25,15.0, Blacktopped,222.25,0,44994.37570303712
Other,Lalitpur,15000000,0,0,3.0,0,West,2074.0,342.25,40.0, Paved,342.25,0,43827.61139517896
Other,Pokhara,9500000,0,0,3.0,0,West,2074.0,9685.75,15.0, Gravelled,9685.75,0,980.8223421005085
Other,Chitwan,1200000,0,0,3.0,0,South East,2074.0,40830.0,20.0, Gravelled,40830.0,0,29.390154298310065
Chabahil,Kathmandu,3500000,0,0,3.0,0,South East,2074.0,12646.25,14.0, Blacktopped,12646.25,0,276.76188593456556
Other,Lalitpur,1650000,0,0,3.0,0,South,2074.0,11961.75,10.0, Soil Stabilized,11961.75,0,137.93968273872972
Other,Kathmandu,11000000,0,0,3.0,0,West,2074.0,1026.75,10.0, Soil Stabilized,1026.75,9,10713.416118821524
Other,Kathmandu,17000000,6,3,2.0,2,South East,2074.0,1403.225,11.0,None,1403.225,0,12114.949491350284
Other,Kathmandu,35000000,0,0,2.0,2,South East,2074.0,9004.25,20.0, Blacktopped,9004.25,4,3887.0533359247024
Other,Lalitpur,30000000,4,4,3.0,2,North,2074.0,1369.0,13.0, Blacktopped,1369.0,0,21913.80569758948
Other,Kathmandu,22000000,0,0,3.0,0,North,2074.0,5359.25,30.0, Blacktopped,5359.25,0,4105.052012874936
Other,Kathmandu,24000000,0,0,3.0,0,North,2074.0,11961.75,13.0, Soil Stabilized,11961.75,8,2006.3953852906138
Other,Kathmandu,4000000,0,0,3.0,0,South,2074.0,342.25,10.0, Blacktopped,342.25,0,11687.36303871439
Other,Kathmandu,2750000,0,0,3.0,0,South West,2074.0,2224.625,15.0, Blacktopped,2224.625,0,1236.1633983255606
Other,Kathmandu,1900000,0,0,3.0,0,East,2074.0,8659.0,13.0, Gravelled,8659.0,0,219.42487585171497
Other,Dharan,8500000,0,0,3.0,0,West,2074.0,111.125,15.0, Gravelled,111.125,0,76490.4386951631
Other,Dharan,8000000,0,0,3.0,0,West,2074.0,111.125,52.0, Blacktopped,111.125,0,71991.0011248594
Other,Lalitpur,2500000,0,0,3.0,0,East,2074.0,1369.0,13.0, Gravelled,1369.0,0,1826.1504747991235
Other,Lalitpur,6000000,0,0,3.0,0,East,2074.0,2738.0,20.0, Gravelled,2738.0,0,2191.3805697589482
Other,Kathmandu,1200000,0,0,3.0,0,West,2074.0,2738.0,20.0,None,2738.0,0,438.2761139517896
Other,Kathmandu,21000000,0,0,3.0,0,West,2074.0,8317.75,15.0,None,8317.75,0,2524.7212286976646
Other,Kathmandu,1500000,0,0,3.0,0,West,2074.0,6160.5,15.0, Soil Stabilized,6160.5,0,243.48672997321646
Other,Kathmandu,22500000,0,0,2.0,0,West,2074.0,8318.75,13.0, Gravelled,8318.75,0,2704.73328324568
Budhanilkantha,Kathmandu,115000000,0,0,3.0,0,East,2069.0,10952.0,14.0, Blacktopped,10952.0,0,10500.36523009496
Budhanilkantha,Kathmandu,28000000,0,0,3.0,0,South,2074.0,1369.0,15.0, Gravelled,1369.0,0,20452.885317750184
Other,Lalitpur,10000000,0,0,3.0,0,West,2074.0,1711.25,12.0, Soil Stabilized,1711.25,0,5843.681519357195
Other,Lalitpur,25000000,0,0,3.0,0,West,2074.0,2738.0,14.0, Gravelled,2738.0,0,9130.752373995618
Other,Kathmandu,3500000,0,0,3.0,0,West,2074.0,12649.25,14.0, Paved,12649.25,0,276.69624681305214
Bhangal,Kathmandu,24000000,6,6,3.0,1,North West,2076.0,1369.0,15.0, Blacktopped,1369.0,0,17531.044558071586
Bhangal,Kathmandu,24000000,6,6,3.0,1,South East,2076.0,1369.0,14.0, Blacktopped,1369.0,0,17531.044558071586
Imadol,Lalitpur,21000000,5,3,3.0,3,East,2014.0,1026.75,13.0, Blacktopped,1880.0,8,20452.885317750184
Other,Lalitpur,5500000,0,0,3.0,0,West,2074.0,3764.75,10.0, Gravelled,3764.75,0,1460.9203798392987
Other,Lalitpur,5000000,0,0,3.0,0,East,2074.0,1711.25,20.0, Blacktopped,1711.25,0,2921.8407596785974
Other,Kathmandu,2000000,0,0,3.0,0,North,2074.0,6383.0,15.0, Blacktopped,6383.0,0,313.33228889237034
Other,Kathmandu,2500000,0,0,3.0,0,North,2074.0,1369.0,13.0, Gravelled,1369.0,0,1826.1504747991235
Other,Lalitpur,12500000,0,0,2.0,0,East,2074.0,1026.75,13.0, Gravelled,1026.75,0,12174.336498660823
Other,Lalitpur,1000000,0,0,3.0,0,West,2074.0,1711.25,4.0, Soil Stabilized,1711.25,0,584.3681519357195
Tokha,Kathmandu,27500000,5,3,3.0,0,South,2074.0,1369.0,26.0, Gravelled,1369.0,10,20087.65522279036
Jorpati,Kathmandu,24000000,0,0,3.0,0,South,2074.0,1369.0,15.0, Blacktopped,1369.0,0,17531.044558071586
Budhanilkantha,Kathmandu,2000000,0,0,3.0,0,South,2074.0,8316.75,24.0, Gravelled,8316.75,0,240.47855231911504
Other,Kathmandu,24000000,11,3,3.0,0,North,2074.0,1369.0,13.0, Blacktopped,1369.0,7,17531.044558071586
Budhanilkantha,Kathmandu,1900000,0,0,3.0,0,South,2074.0,1369.0,13.0, Gravelled,1369.0,0,1387.8743608473337
Other,Lalitpur,11500000,0,0,1.0,0,East,2074.0,11294.25,13.0,None,11294.25,0,1018.2172344334507
Other,Kathmandu,24500000,7,4,3.0,0,West,2074.0,1129.425,12.0,None,1129.425,1,21692.454124886557
Other,Bhaktapur,250000,0,0,3.0,0,East,2074.0,5476.0,12.0, Blacktopped,5476.0,0,45.653761869978084
Bhaisepati,Lalitpur,28500000,3,5,3.0,1,South West,2019.0,8659.0,18.0, Blacktopped,8659.0,7,3291.373137775725
Other,Bhaktapur,1050000,0,0,3.0,0,East,2074.0,6160.5,14.0, Blacktopped,6160.5,0,170.44071098125153
Budhanilkantha,Kathmandu,4200000,0,0,3.0,0,North East,2074.0,2738.0,20.0, Blacktopped,2738.0,0,1533.9663988312636
Budhanilkantha,Kathmandu,62000000,4,6,3.0,4,East,2076.0,3422.5,15.0, Blacktopped,3422.5,7,18115.412710007306
Basundhara,Kathmandu,42500000,6,6,4.0,2,South,2075.0,2053.5,15.0, Blacktopped,2053.5,3,20696.3720477234
Hattigauda,Kathmandu,24500000,5,5,3.0,1,East,2076.0,1369.0,30.0, Gravelled,1369.0,2,17896.27465303141
Basundhara,Kathmandu,45000000,6,6,3.0,2,South West,2074.0,2738.0,15.0, Blacktopped,2738.0,7,16435.35427319211
Hattigauda,Kathmandu,33000000,0,0,3.0,3,South West,2074.0,2224.625,18.0, Blacktopped,2224.625,4,14833.960779906725
Other,Kathmandu,80000000,0,0,3.0,0,South,2074.0,14359.5,12.0, Blacktopped,14359.5,10,5571.224624812841
Other,Lalitpur,46500000,0,0,2.0,0,East,2070.0,1369.0,21.0, Blacktopped,1406.28865772,9,33966.398831263694
Baluwatar,Kathmandu,34000000,5,0,3.0,0,South,2074.0,1369.0,15.0, Blacktopped,1369.0,10,24835.646457268078
Other,Kathmandu,800000,0,0,3.0,0,West,2074.0,400.0,15.0, Blacktopped,400.0,0,2000.0
Other,Lalitpur,2200000,0,0,3.0,0,South,2074.0,1711.25,20.0, Blacktopped,1711.25,0,1285.6099342585828
Other,Kathmandu,6500000,0,0,3.0,0,East,2074.0,1369.0,20.0, Blacktopped,1369.0,0,4747.991234477721
Other,Kathmandu,5800000,0,0,0.0,0,West,2074.0,4701.0,20.0, Blacktopped,4701.0,0,1233.7800467985535
Jorpati,Kathmandu,21500000,4,3,3.0,1,East,2074.0,2700.0,12.0, Blacktopped,2700.0,11,7962.962962962963
Other,Kathmandu,15900000,5,3,3.0,0,West,2075.0,1026.75,8.0, Soil Stabilized,1026.75,6,15485.756026296567
Other,Chitwan,350000,0,0,3.0,0,East,2074.0,4908.020225,26.24672, Gravelled,4908.020225,0,71.3118495757625
Tokha,Kathmandu,1650000,0,0,3.0,0,South,2074.0,19594.0,10.0, Soil Stabilized,19594.0,0,84.20945187302236
Basundhara,Kathmandu,23500000,0,0,3.0,0,East,2074.0,4671.75,15.0, Blacktopped,4671.75,5,5030.234922673516
Other,Kathmandu,1000000,0,0,3.0,0,North,2074.0,7974.5,15.0, Soil Stabilized,7974.5,0,125.39971158066336
Other,Kathmandu,42000000,0,0,2.5,0,North,2074.0,1369.0,20.0, Blacktopped,1369.0,0,30679.327976625274
Other,Bhaktapur,14000000,0,0,3.0,0,West,2074.0,19594.0,13.0, Gravelled,19594.0,0,714.5044401347351
Other,Kathmandu,6500000,0,0,3.0,0,North,2074.0,1000.0,20.0, Blacktopped,1000.0,0,6500.0
Other,Kathmandu,1800000,0,0,3.0,0,West,2074.0,700.0,15.0, Blacktopped,700.0,0,2571.4285714285716
Chabahil,Kathmandu,2000000,0,0,3.0,0,West,2074.0,1000.0,15.0, Blacktopped,1000.0,0,2000.0
Other,Kathmandu,2000000,0,0,3.0,0,North,2074.0,500.0,20.0, Blacktopped,500.0,0,4000.0
Other,Lalitpur,9000000,0,0,3.0,0,North,2074.0,3000.0,20.0, Blacktopped,3000.0,0,3000.0
Jorpati,Kathmandu,900000,0,0,3.0,0,North,2074.0,500.0,15.0, Gravelled,500.0,0,1800.0
Other,Kathmandu,550000,0,0,3.0,0,West,2074.0,400.0,15.0, Blacktopped,400.0,0,1375.0
Other,Kathmandu,2000000,0,0,3.0,0,West,2074.0,1711.25,12.0, Gravelled,1711.25,0,1168.736303871439
Other,Kathmandu,8500000,2,1,1.0,0,West,2074.0,4671.75,10.0, Gravelled,4671.75,4,1819.4466741585059
Other,Dharan,330000,0,0,3.0,0,East,2074.0,1361.0,20.0, Gravelled,1361.0,0,242.46877296105805
Other,Kathmandu,3500000,0,0,3.0,0,South,2074.0,18909.5,18.0, Gravelled,18909.5,0,185.0921494486898
Other,Bhaktapur,4100000,0,0,3.0,0,South,2074.0,4674.75,36.0, Blacktopped,4674.75,0,877.0522487833574
Other,Chitwan,13500000,3,3,3.0,3,South,2074.0,222.25,19.68504, Blacktopped,222.25,5,60742.40719910011
Other,Lalitpur,150000000,10,10,4.5,0,South,2074.0,5818.25,20.0, Blacktopped,5818.25,9,25780.947879517036
Dhapasi,Kathmandu,12500000,0,0,3.0,0,East,2074.0,18909.5,13.0, Soil Stabilized,18909.5,0,661.0433908881779
Dhapasi,Kathmandu,2700000,0,0,3.0,0,East,2074.0,1711.25,13.0, Gravelled,1711.25,0,1577.7940102264427
Jorpati,Kathmandu,675000,0,0,3.0,0,West,2074.0,12646.25,10.0, Soil Stabilized,12646.25,0,53.37550657309479
Baluwatar,Kathmandu,46000000,0,0,3.0,0,South West,2074.0,2738.0,13.0, Blacktopped,2738.0,7,16800.584368151936
Other,Lalitpur,33000000,0,0,3.0,2,North,2016.0,5356.25,13.0, Soil Stabilized,787175.0,3,6161.026837806301
Other,Lalitpur,3200000,0,0,3.0,0,East,2074.0,7187.25,12.0, Blacktopped,7187.25,0,445.23287766531007
Other,Kathmandu,1900000,0,0,0.0,0,South West,2074.0,1369.0,16.0, Blacktopped,1369.0,0,1387.8743608473337
Other,Kathmandu,19000000,6,3,3.0,1,North East,2018.0,1095.2,0.0,None,1095.2,10,17348.42951059167
Budhanilkantha,Kathmandu,30500000,4,4,3.0,2,North East,2019.0,1711.25,15.0, Blacktopped,1711.25,8,17823.228634039446
Other,Lalitpur,1250000,0,0,3.0,0,East,2074.0,2224.625,13.0, Gravelled,2224.625,0,561.8924537843457
Other,Makwanpur,15000000,4,3,3.0,1,South,2018.0,200.025,19.68504, Gravelled,200.025,2,74990.62617172854
Other,Kathmandu,21000000,6,3,2.0,2,North,2072.0,1026.75,14.0, Blacktopped,1026.75,4,20452.885317750184
Other,Lalitpur,6000000,0,0,3.0,0,East,2074.0,3764.75,26.0,None,3764.75,0,1593.731323461053
Other,Lalitpur,22500000,6,3,3.0,1,East,2076.0,8316.75,12.0, Blacktopped,11499600.0,1,2705.3837135900444
Other,Chitwan,23000000,11,6,3.0,3,North,2019.0,222.25,20.0, Blacktopped,222.25,7,103487.06411698538
Other,Others,300000,0,0,3.0,0,East,2074.0,222.25,12.0, Blacktopped,222.25,0,1349.8312710911136
Other,Bhaktapur,3200000,0,0,3.0,0,West,2074.0,2053.5,13.0, Blacktopped,2053.5,0,1558.3150718285854
Budhanilkantha,Kathmandu,2200000,0,0,3.0,0,East,2074.0,3080.25,15.0, Soil Stabilized,3080.25,0,714.2277412547683
Other,Kathmandu,55000000,10,5,3.0,5,South,2074.0,2738.0,15.0, Gravelled,2738.0,7,20087.65522279036
Budhanilkantha,Kathmandu,2550000,0,0,3.0,0,West,2074.0,3764.75,13.0, Gravelled,3764.75,0,677.3358124709476
Other,Kathmandu,40000000,5,4,2.5,0,South,2074.0,2053.5,15.0, Gravelled,2053.5,8,19478.938397857317
Budhanilkantha,Kathmandu,2600000,0,0,3.0,0,North,2074.0,4791.5,13.0, Soil Stabilized,4791.5,0,542.6275696545966
Other,Lalitpur,2350000,0,0,0.0,0,South,2074.0,1026.75,13.0, Blacktopped,1026.75,0,2288.7752617482347
Kapan,Kathmandu,10600000,2,1,1.0,1,South,2074.0,1026.75,10.0,None,1026.75,6,10323.837350864378
Other,Others,1850000,0,0,0.0,0,South,2074.0,8660.0,16.0, Blacktopped,8660.0,0,213.62586605080833
Other,Nawalparasi,2000000,0,0,3.0,0,North,2074.0,8166.0,19.68504, Gravelled,8166.0,0,244.91795248591723
Bhaisepati,Lalitpur,19000000,4,5,3.0,1,East,2019.0,1900.0,15.0, Gravelled,1900.0,8,10000.0
Budhanilkantha,Kathmandu,2200000,0,0,3.0,0,West,2074.0,8214.0,14.0,None,8214.0,0,267.8354029705381
Other,Kathmandu,20000000,0,0,3.0,0,South,2074.0,4791.5,20.0,None,4791.5,0,4174.058228112282
Budhanilkantha,Kathmandu,2250000,0,0,3.0,0,South,2074.0,6160.5,16.0,None,6160.5,0,365.23009495982467
Bhaisepati,Lalitpur,2600000,0,0,3.0,0,South,2074.0,12647.25,13.0,None,12647.25,0,205.57828777006858
Other,Lalitpur,150000000,0,0,5.0,0,South,2074.0,5818.25,20.0,None,5818.25,5,25780.947879517036
Other,Dharan,490000,0,0,3.0,0,West,2074.0,1361.0,30.0, Blacktopped,1361.0,0,360.0293901542983
Other,Bhaktapur,1450000,0,0,0.0,0,South,2074.0,12304.0,12.0, Soil Stabilized,12304.0,0,117.8478543563069
Basundhara,Kathmandu,39000000,5,2,3.0,0,South,2074.0,1711.25,14.0,None,1711.25,5,22790.35792549306
Budhanilkantha,Kathmandu,39000000,4,4,2.0,3,South,2074.0,3422.5,13.0,None,3422.5,7,11395.17896274653
Other,Kathmandu,4700000,0,0,3.0,0,South,2074.0,3764.75,12.0,None,3764.75,0,1248.4228700444917
Hattigauda,Kathmandu,2800000,0,0,3.0,0,East,2074.0,1369.0,15.0,None,1369.0,0,2045.2885317750183
Budhanilkantha,Kathmandu,26000000,0,0,3.0,0,North East,2074.0,5700.5,16.0,None,5700.5,5,4561.003420752566
Other,Bhaktapur,725000,0,0,3.0,0,East,2074.0,4791.5,13.0,None,4791.5,0,151.30961076907022
Other,Kathmandu,33000000,0,0,4.0,0,East,2074.0,2395.75,20.0,None,2395.75,5,13774.392152770532
Tokha,Kathmandu,2100000,0,0,3.0,0,East,2074.0,12647.25,0.0,None,12647.25,0,166.04400166044002
Bhangal,Kathmandu,24500000,0,0,3.0,0,South East,2074.0,1369.0,14.0,None,1369.0,6,17896.27465303141
Hattigauda,Kathmandu,61500000,0,0,3.0,0,South,2074.0,6160.5,15.0,None,6160.5,6,9982.955928901874
Other,Kathmandu,70000000,4,5,3.0,0,South,2074.0,3422.5,12.0,None,3700.0,8,20452.885317750184
Other,Lalitpur,70000000,9,4,4.0,0,South West,2074.0,13108.25,9.0,None,13108.25,6,5340.1483798371255
Other,Others,9000000,7,3,3.0,0,East,2074.0,1026.75,24.0,None,2200.0,5,8765.522279035793
Other,Bhaktapur,1200000,0,0,3.0,0,North East,2074.0,2053.5,0.0, Soil Stabilized,2053.5,0,584.3681519357195
Other,Kathmandu,1950000,0,0,3.0,0,South,2074.0,1369.0,15.0,None,1369.0,0,1424.3973703433162
Budhanilkantha,Kathmandu,35000000,5,4,3.0,5,East,2076.0,2845.0,12.0, Blacktopped,3420.0,8,12302.284710017575
Other,Bhaktapur,2200000,0,0,3.0,0,South West,2074.0,1369.0,13.0, Gravelled,1369.0,0,1607.0124178232286
Other,Kathmandu,25000000,6,0,3.0,1,North East,2018.0,1369.0,16.0, Gravelled,2250.0,10,18261.504747991235
