,Address,City,Bedroom,Bathroom,Parking,Face,Views,Area,Road Width,Road Type
970, Godawari,Lalitpur,0,0,0,South,407.0,1711.25,20.0, Gravelled
971, Harisiddhi,Lalitpur,8,0,0,North,449.0,1026.75,20.0, Gravelled
972, Naikap,Kathmandu,0,0,0,East,848.0,239575.0,20.0, Blacktopped
973, Pokhara,Pokhara,0,0,0,East,374.0,10268526.75,20.0, Blacktopped
974, Koteshwor,Kathmandu,0,3,1,West,719.0,4449.25,0.0, Paved
975, Birtamod Road,Itahari,0,0,0,East,175.0,2916.0,0.0,
976, Suryabinayak,Bhaktapur,0,0,0,South West,182.0,13347.75,20.0, Soil Stabilized
977, Tinkune,Kathmandu,0,0,0,East,198.0,1711.25,15.0, Blacktopped
978, Samakhusi,Kathmandu,5,6,1,East,390.0,1369.0,15.0, Blacktopped
979, Budhanilkantha,Kathmandu,6,6,10,North West,895.0,6845.0,20.0, Blacktopped
980, Budhanilkantha,Kathmandu,5,7,0,South East,436.0,6160.5,20.0, Blacktopped
981, Bhangal,Kathmandu,6,6,2,East,428.0,15401.25,20.0, Blacktopped
982, Kadaghari,Kathmandu,0,0,0,North,432.0,1369.0,16.0, Blacktopped
983, Swayambhu,Kathmandu,17,10,2,East,407.0,27722.25,15.0, Blacktopped
984, Samakhusi,Kathmandu,11,0,2,North,252.0,1711.25,13.0, Blacktopped
985, Bhaisepati,Lalitpur,0,0,0,East,668.0,171125.0,0.0,
986, Jamal,Kathmandu,0,0,0,North,272.0,1369.0,40.0, Blacktopped
987, Naxal,Kathmandu,3,4,2,East,6500.0,1369.0,20.0, Blacktopped
988, Maharajgunj,Kathmandu,5,6,3,East,732.0,22246.25,15.0, Blacktopped
989, Kupondole,Lalitpur,4,2,4,South East,339.0,2738.0,0.0, Paved
990, 1.5 km from LRI,Kathmandu,0,0,0,South East,385.0,11978.75,13.0, Blacktopped
991, Balkot,Bhaktapur,2,1,0,West,617.0,1369.0,15.0, Blacktopped
992, Basbari,Kathmandu,4,4,4,North East,650.0,6160.5,13.0, Paved
993, Near Sunrise Bank,Kathmandu,0,0,0,South East,280.0,171125.0,0.0,
994, Tarakeshwar,Kathmandu,0,0,0,South West,710.0,136900.0,0.0,
995, Ward No 6,Chitwan,0,0,0,North,197.0,47385.0,19.68504, Gravelled
996, Bhaisepati,Lalitpur,0,0,0,South West,617.0,136900.0,20.0, Blacktopped
997, Naya Bazar,Kathmandu,0,0,0,North East,369.0,5476000.0,32.0, Blacktopped
998, Hattiban,Lalitpur,0,0,0,South West,289.0,171125.0,13.0, Paved
999, Lekhnath,Pokhara,0,0,1,South East,3600.0,273800.0,32.0, Blacktopped
1000, Kirtipur,Kathmandu,0,0,0,South East,472.0,136900.0,16.0, Gravelled
1001, Dhapasi,Kathmandu,6,4,8,West,304.0,212195.0,32.0, Blacktopped
1002, Dhungedhara,Kathmandu,7,4,3,East,1000.0,581825.0,26.0, Blacktopped
1003, Duwakot,Bhaktapur,0,0,0,South,1100.0,102675.0,13.0, Gravelled
1004, Naikap,Kathmandu,0,0,0,East,444.0,78717.5,10.0, Blacktopped
1005, Bhangal,Kathmandu,0,0,0,South East,389.0,106097.5,13.0, Blacktopped
1006, Hattigauda,Kathmandu,0,0,0,South,304.0,1026.75,16.0, Blacktopped
1007, Lekhnath,Pokhara,0,0,0,South,266.0,1369.0,30.0, Gravelled
1008, Newroad,Kathmandu,0,4,0,East,252.0,1369.0,0.0,
1009, Hattigauda,Kathmandu,0,0,0,North,224.0,2395.75,15.0, Gravelled
1010, Dharan,Dharan,0,0,0,East,813.0,1369.0,13.0, Blacktopped
1011, Dakshinkali,Kathmandu,0,0,0,South,309.0,826876000.0,20.0, Gravelled
1012, Narayanthan,Kathmandu,0,0,0,North West,358.0,2738.0,24.0, Blacktopped
1013, Maharajgunj,Kathmandu,0,0,0,West,274.0,1369.0,0.0,
1014, Banasthali,Kathmandu,1,1,2,North,1000.0,205350.0,16.0, Blacktopped
1015, Lazimpat,Kathmandu,0,2,1,North,327.0,1026.75,0.0,
1016, Sairam Chowk,Kathmandu,0,0,0,East,150.0,15401.25,16.0, Blacktopped
1017, Patan,Lalitpur,2,2,1,North,414.0,79059.75,13.0,
1018, Kapan,Kathmandu,0,0,0,North,323.0,109520.0,13.0, Gravelled
1019, Bhaisepati,Lalitpur,0,0,0,South East,3700.0,177970.0,12.0, Gravelled
1020, Anamnagar,Kathmandu,5,4,1,East,415.0,1711.25,12.0, Blacktopped
1021, Pokhara,Pokhara,0,0,0,West,398.0,1369.0,12.0, Gravelled
1022, Balkhu,Kathmandu,2,2,1,South West,550.0,2053.5,13.0, Blacktopped
1023, Samakhusi,Kathmandu,9,4,3,South,8600.0,1026.75,13.0, Blacktopped
1024, Samakhusi,Kathmandu,6,3,3,West,10000.0,1369.0,13.0, Blacktopped
1025, Imadol,Lalitpur,6,3,1,South East,386.0,1369.0,13.0, Gravelled
1026, Naikap,Kathmandu,8,0,0,West,4600.0,109520.0,12.0,
1027, Kirtipur,Kathmandu,12,0,0,North,2100.0,188237.5,12.0, Gravelled
1028, Swayambhu,Kathmandu,10,0,0,South,4300.0,1369.0,12.0, Blacktopped
1029, Balambu,Kathmandu,7,0,0,South,1400.0,1026.75,12.0, Gravelled
1030, Madhyapur Thimi,Bhaktapur,0,0,0,East,389.0,75979.5,26.24672, Soil Stabilized
1031, Budhanilkantha,Kathmandu,0,0,0,South East,500.0,15633295.5,20.0, Gravelled
1032, Budhanilkantha,Kathmandu,0,0,0,North,291.0,315554.5,15.0, Gravelled
1033, Dhumbarahi,Kathmandu,0,0,0,East,555.0,78717.5,10.0, Blacktopped
1034, Basundhara,Kathmandu,0,0,0,West,1300.0,177970.0,15.0, Blacktopped
1035, Kalanki,Kathmandu,0,0,0,North,2300.0,1711.25,14.0, Gravelled
1036, Gokarneshwor,Kathmandu,3,3,2,West,371.0,136900.0,17.0, Soil Stabilized
1037, Jawalakhel,Lalitpur,0,0,0,North,1200.0,1369.0,35.0, Blacktopped
1038, Banepa,Kavre,0,0,0,South East,239.0,273800.0,0.0,
1039, Budhanilkantha,Kathmandu,13,0,0,West,304.0,188237.5,13.0, Blacktopped
1040, Tathali,Kathmandu,0,0,0,North,402.0,1026.75,13.0, Soil Stabilized
1041, Lubhu,Lalitpur,0,0,0,North,424.0,1711.25,17.0, Gravelled
1042, Nakkhu,Lalitpur,4,4,1,South West,238.0,1369.0,16.0, Gravelled
1043, Budhanilkantha,Kathmandu,5,4,4,East,1500.0,10952.0,20.0,
1044, Gaushala,Kathmandu,0,0,0,South,681.0,274142.25,13.0, Blacktopped
1045, Nagarjun,Kathmandu,0,2,0,South,161.0,1369.0,36.08924, Gravelled
1046, Damak,Jhapa,0,0,0,East,371.0,10935.0,1.0,
1047, Budhanilkantha,Kathmandu,5,4,2,East,2200.0,277222.5,13.0, Blacktopped
1048, Mulpani,Kathmandu,0,0,0,South East,626.0,20808800.0,20.0, Soil Stabilized
1049, Dhobighat,Lalitpur,0,0,0,West,272.0,1369.0,15.0, Blacktopped
1050, Basundhara,Kathmandu,11,0,0,West,251.0,2395.75,15.0, Blacktopped
1051, rupakot,Kaski,0,0,0,East,451.0,164280.0,20.0, Soil Stabilized
1052, Dhapasi,Kathmandu,2,1,1,East,408.0,1369.0,32.0, Blacktopped
1053, Surkhet Bazar,Surkhet,0,0,0,North,420.0,1369.0,20.0, Blacktopped
1054, Kageshwari-Manohara,Kathmandu,0,0,0,North,218.0,1711.25,10.0, Soil Stabilized
1055, Duwakot,Bhaktapur,0,0,0,North,241.0,10267.5,20.0, Blacktopped
1056, Saraswatikhel,Bhaktapur,0,0,0,West,309.0,3422.5,13.0, Gravelled
1057, Kapan,Kathmandu,0,0,0,North East,195.0,1369.0,16.0, Blacktopped
1058, Chhauni,Kathmandu,0,0,0,East,298.0,112942.5,10.0, Soil Stabilized
1059, Budhanilkantha,Kathmandu,6,4,2,East,288.0,15401.25,13.0, Blacktopped
1060, Kapan,Kathmandu,0,0,0,East,414.0,1026.75,10.0, Blacktopped
1061, Kapurdhara,Kathmandu,5,5,2,East,489.0,1369.0,13.0, Blacktopped
1062, Bharatpur,Chitwan,0,0,0,North,378.0,1093.5,19.68504, Gravelled
1063, Magar Ghau,Lalitpur,0,0,0,South East,251.0,1369.0,22.0, Concrete
1064, Imadol,Lalitpur,0,0,0,South,290.0,106097.5,10.0, Soil Stabilized
1065, Pepsicola,Kathmandu,6,3,2,South,260.0,1369.0,30.0, Soil Stabilized
1066, Kirtipur,Kathmandu,0,0,0,West,307.0,1369.0,15.0, Gravelled
1067, Dadikot,Bhaktapur,0,0,0,North,587.0,103701.75,12.0, Gravelled
1068, Goldhunga,Kathmandu,0,0,0,South,280.0,112942.5,13.0, Gravelled
1069, Chabahil,Kathmandu,0,0,0,North,455.0,144771.75,20.0, Soil Stabilized
1070, Devkota Chowk,Bhairahawa,16,20,1,North,637.0,10952.0,55.0,
1071, Boudha,Kathmandu,0,0,0,South,256.0,1369.0,19.68504, Blacktopped
1072, Gothatar,Kathmandu,8,0,0,West,911.0,75295.0,13.0, Gravelled
1073, Gyaneshwor,Kathmandu,0,0,0,West,1500.0,1369.0,65.6168, Blacktopped
1074, Bharatpur,Chitwan,2,1,0,South,278.0,1093.5,19.68504, Blacktopped
1075, Hattiban,Lalitpur,0,0,0,East,11900.0,3080.25,16.0, Blacktopped
1076, Balambu,Kathmandu,0,0,0,East,233.0,4449.25,16.0,
1077, Chandragiri,Kathmandu,0,0,0,North East,301.0,144771.75,13.0,
1078, Gairidhara,Kathmandu,0,0,0,East,317.0,136900.0,13.0, Blacktopped
1079, Pathari,Morang,0,0,0,North,214.0,3645.0,20.0, Blacktopped
1080, Jawalakhel,Lalitpur,0,0,0,North West,248.0,342250.0,13.0, Blacktopped
1081, Goldhunga,Kathmandu,0,0,0,North,211.0,1369.0,15.0,
1082, Dhading,Dhading,0,0,0,North,157.0,1711.25,15.0, Soil Stabilized
1083, Dhobighat,Lalitpur,5,5,4,East,544.0,308025.0,20.0, Blacktopped
1084, Kadaghari,Kathmandu,5,2,1,East,531.0,1026.75,12.0, Blacktopped
1085, Lokanthali,Bhaktapur,2,1,0,North,376.0,1369.0,15.0, Gravelled
1086, Pepsicola,Kathmandu,0,0,0,West,301.0,1369.0,15.0, Blacktopped
1087, Pepsicola,Kathmandu,1,1,0,West,583.0,1369.0,15.0, Gravelled
1088, Imadol,Lalitpur,2,2,1,North East,3100.0,1026.75,13.0, Blacktopped
1089, way to tikathali,Lalitpur,9,5,3,North West,919.0,109520.0,33.0, Blacktopped
1090, Bhaisepati,Lalitpur,0,0,0,West,239.0,2738.0,15.0, Gravelled
1091, Sitapaila,Kathmandu,0,0,0,South,433.0,143745.0,12.0, Gravelled
1092, Naikap,Kathmandu,0,0,0,West,1400.0,3422.5,10.0, Soil Stabilized
1093, Naikap,Kathmandu,0,0,0,South,3400.0,1369.0,10.0, Soil Stabilized
1094, Jyoti Nagar,Kathmandu,0,3,2,East,344.0,11978.75,13.0, Paved
1095, Sanepa,Lalitpur,0,0,0,West,690.0,2738.0,15.0, Concrete
1096, Sanepa,Lalitpur,0,0,0,West,688.0,3764.75,15.0, Blacktopped
1097, Sanepa,Lalitpur,0,0,0,West,517.0,4107.0,13.0, Concrete
1098, Kadaghari,Kathmandu,11,0,0,West,351.0,1711.25,15.0, Gravelled
1099, Krishnanagar,Kapilvastu,0,0,0,East,151.0,1369.0,0.0, Paved
1100, Gothatar,Kathmandu,0,0,0,South,255.0,215617.5,20.0, Gravelled
1101, Kadaghari,Kathmandu,7,0,0,North,414.0,75295.0,13.0, Gravelled
1102, Kapan,Kathmandu,18,0,0,North,279.0,140322.5,32.0, Gravelled
1103, Bhaktapur,Bhaktapur,5,4,0,South,502.0,1369.0,15.0, Blacktopped
1104, Sitapaila,Kathmandu,0,0,0,West,481.0,1711.25,20.0, Blacktopped
1105, Tahachal,Kathmandu,3,4,1,North,452.0,11978.75,0.0,
1106, Sanepa,Lalitpur,0,0,0,West,310.0,2053.5,0.0,
1107, Balaju,Kathmandu,0,0,0,West,672.0,119787.5,26.0, Blacktopped
1108, Imadol,Lalitpur,5,3,0,North,1400.0,109520.0,13.0, Gravelled
1109, Biratnagar,Morang,3,1,0,North,265.0,1369.0,13.0, Gravelled
1110, Tinkune,Kathmandu,0,0,0,North,384.0,1369.0,0.0,
1111, Basundhara,Kathmandu,0,0,0,North,524.0,119787.5,13.0, Blacktopped
1112, Dhobighat,Lalitpur,0,0,0,East,530.0,1369.0,5.0, Blacktopped
1113, Sankhu,Kathmandu,0,0,0,North,179.0,3422.5,13.0, Soil Stabilized
1114, Boudha,Kathmandu,0,0,0,West,251.0,1369.0,12.0, Gravelled
1115,thankot ,Kathmandu,0,0,0,West,493.0,136900.0,20.0, Blacktopped
1116, Chandragiri,Kathmandu,0,0,0,East,449.0,171467.25,13.0, Blacktopped
1117, Patan,Lalitpur,0,0,0,North,267.0,16428.0,20.0, Blacktopped
1118, Koteshwor,Kathmandu,0,0,0,South,210.0,5476.0,20.0, Blacktopped
1119, Kapan,Kathmandu,11,5,0,East,253.0,1369.0,13.0, Blacktopped
1120, Kapan,Kathmandu,11,0,0,North,2200.0,136900.0,13.0, Blacktopped
1121, Naikap,Kathmandu,5,2,1,South,1900.0,216644.25,15.0, Blacktopped
1122, Budhanilkantha,Kathmandu,0,3,2,East,530.0,14032.25,13.0, Blacktopped
1123, Imadol,Lalitpur,4,3,0,South,998.0,75295.0,13.0, Gravelled
1124, Imadol,Lalitpur,4,3,0,South East,587.0,103701.75,10.0, Gravelled
1125, Imadol,Lalitpur,4,3,0,South,1000.0,75295.0,13.0, Gravelled
1126, Basantapur,Kathmandu,0,0,0,South East,1900.0,1369.0,30.0, Blacktopped
1127, Imadol,Lalitpur,4,3,0,South,300.0,112942.5,20.0, Gravelled
1128, Imadol,Lalitpur,5,4,0,North West,4100.0,1026.75,11.0, Gravelled
1129, Imadol,Lalitpur,3,3,2,South,2000.0,106097.5,13.0, Gravelled
1130, Itahari,Sunsari,0,0,0,North,312.0,1640.25,20.0, Blacktopped
1131, Tokha,Kathmandu,7,3,0,South East,301.0,143745.0,10.0, Gravelled
1132, Baneshwor,Kathmandu,0,0,3,South,4300.0,143745.0,8.0, Gravelled
1133, Minbhawan,Kathmandu,0,0,0,South East,268.0,205350.0,20.0,
1134, Baneshwor,Kathmandu,0,0,0,East,324.0,410700.0,20.0,
1135, Dhobighat,Lalitpur,0,0,0,North,312.0,410700.0,20.0,
1136, Sanepa,Lalitpur,0,0,0,South East,248.0,342250.0,13.0,
1137, Damak,Jhapa,0,0,0,East,300.0,3827.25,15.0, Gravelled
1138, Sanepa,Lalitpur,2,1,1,West,859.0,1026.75,13.0, Gravelled
1139, Hattigauda,Kathmandu,0,0,0,East,207.0,1369.0,15.0, Blacktopped
1140, Changunarayan,Bhaktapur,0,0,0,West,165.0,2395.75,15.0, Gravelled
1141, Dhapakhel,Lalitpur,0,0,0,South,205.0,154012.5,12.0, Blacktopped
1142, Pokhara,Pokhara,13,0,0,East,7400.0,1369.0,20.0, Blacktopped
1143, Budhanilkantha,Kathmandu,0,0,0,South,327.0,73926000.0,20.0, Alley
1144, Tikathali,Lalitpur,0,0,0,South,370.0,106097.5,13.0, Soil Stabilized
1145, Damak,Jhapa,4,1,3,South,773.0,3422.5,20.0, Blacktopped
1146, Baghdol,Lalitpur,4,4,1,West,470.0,1369.0,20.0, Gravelled
1147, Budhanilkantha,Kathmandu,5,5,0,East,240.0,4791.5,14.0, Blacktopped
1148, Nakkhu,Lalitpur,4,4,1,East,227.0,136900.0,16.0, Gravelled
1149, Dhobighat,Lalitpur,5,3,4,East,315.0,1369.0,0.0,
1150, Suryabinayak,Bhaktapur,0,0,0,North,372.0,1369.0,26.0, Soil Stabilized
1151, Hetauda,Makwanpur,0,0,0,East,295.0,2551.5,26.24672, Blacktopped
1152, Birendra Chowk,Pokhara,0,0,0,South West,220.0,513375.0,30.0, Blacktopped
1153, Hetauda,Makwanpur,0,0,0,East,226.0,1822.5,26.24672, Paved
1154, Swayambhu,Kathmandu,0,0,0,East,599.0,102675.0,12.0, Gravelled
1155, Mulpani,Kathmandu,0,0,0,South,309.0,1369.0,10.0, Gravelled
1156, Bhairahawa,Rupandehi,0,0,0,East,634.0,218700.0,12.0, Gravelled
1157, Budhanilkantha,Kathmandu,2,3,1,West,409.0,1026.75,12.0, Soil Stabilized
1158, Naya Bazar,Kathmandu,3,4,1,East,267.0,102675.0,20.0,
1159, Mulpani,Kathmandu,6,2,1,East,433.0,3764.75,20.0, Gravelled
1160, Hattigauda,Kathmandu,6,6,4,East,812.0,6845.0,15.0, Blacktopped
1161, Manamaiju,Kathmandu,4,3,0,East,388.0,7529.5,10.0, Blacktopped
1162, Madhyapur Thimi,Bhaktapur,0,0,0,North,213.0,1369.0,15.0, Blacktopped
1163, Shuklagandaki,Tanahu,0,0,0,South East,181.0,12594800.0,20.0, Soil Stabilized
1164, Baneshwor,Kathmandu,0,0,0,North,298.0,1369.0,20.0, Blacktopped
1165, Baneshwor,Kathmandu,0,0,0,East,199.0,1369.0,26.24672, Blacktopped
1166, Suryabinayak,Bhaktapur,0,0,0,North,197.0,1369.0,15.0, Blacktopped
1167, Imadol,Lalitpur,3,1,0,North,443.0,1026.75,14.0, Gravelled
1168, Suryabinayak,Bhaktapur,0,0,0,West,270.0,1369.0,10.0, Soil Stabilized
1169, Maharajgunj,Kathmandu,5,5,0,North,383.0,3080.25,13.0, Blacktopped
1170, Chabahil,Kathmandu,0,0,0,North,163.0,1369.0,15.0, Blacktopped
1171, Pokhara,Pokhara,0,0,0,West,655.0,1369.0,18.0, Blacktopped
1172, Bhangal,Kathmandu,5,5,1,East,641.0,11978.75,14.0, Gravelled
1173, Bhangal,Kathmandu,5,5,2,South West,439.0,2395.75,15.0, Blacktopped
1174, Lazimpat,Kathmandu,0,0,0,North,574.0,1026.75,13.0,
1175, Basundhara,Kathmandu,7,6,3,East,1200.0,2395.75,20.0, Blacktopped
1176, Koteshwor,Kathmandu,7,4,0,East,299.0,5133.75,26.0, Blacktopped
1177, Kalanki,Kathmandu,0,0,0,South West,404.0,1369.0,16.0, Blacktopped
1178, Chabahil,Kathmandu,0,0,0,East,213.0,1369.0,0.0,
1179, Suryabinayak,Bhaktapur,0,0,1,East,614.0,94118.75,13.0, Blacktopped
1180, Budhanilkantha,Kathmandu,5,6,10,West,833.0,10952.0,20.0, Blacktopped
1181, Kausaltar,Bhaktapur,0,0,0,South,284.0,1026.75,10.0,
1182, Hattigauda,Kathmandu,9,10,2,South,308.0,2053.5,14.0, Blacktopped
1183, Kirtipur,Kathmandu,0,0,0,South,664.0,1026.75,10.0, Blacktopped
1184, Bhangal,Kathmandu,5,4,2,West,490.0,11978.75,13.0, Gravelled
1185, Chabahil,Kathmandu,0,0,0,North,405.0,2738.0,14.0, Blacktopped
1186, Jorpati,Kathmandu,0,0,0,North,240.0,1369.0,15.0, Blacktopped
1187, Kapan,Kathmandu,0,0,0,West,273.0,8556.25,12.0, Blacktopped
1188, Samakhusi,Kathmandu,4,0,0,West,500.0,1369.0,13.0,
1189, Kapan,Kathmandu,2,1,0,North,510.0,119787.5,12.0, Gravelled
1190, Ramkot,Kathmandu,7,3,0,East,299.0,10952.0,0.0,
1191, Goldhunga,Kathmandu,0,0,0,West,292.0,1369.0,10.0, Gravelled
1192, Pokhara,Pokhara,0,0,0,West,439.0,1369.0,16.0, Gravelled
1193, Mulpani,Kathmandu,0,0,0,South,262.0,147167.5,14.0, Gravelled
1194, Lekhnath,Pokhara,0,0,0,West,288.0,1369.0,20.0, Blacktopped
1195, Manamaiju,Kathmandu,0,0,0,West,247.0,1369.0,20.0, Blacktopped
1196, Goldhunga,Kathmandu,0,0,0,North,279.0,1026.75,24.0,
1197, Kalanki,Kathmandu,0,0,0,North,390.0,1369.0,12.0, Blacktopped
1198, Lekhnath,Pokhara,0,0,0,West,232.0,20535.0,20.0, Blacktopped
1199, Swayambhu,Kathmandu,0,0,0,East,466.0,3080.25,0.0,
1200, Imadol,Lalitpur,2,1,0,East,290.0,113969.25,13.0, Gravelled
1201, Goldhunga,Kathmandu,0,0,0,North,238.0,109520.0,13.0, Gravelled
1202, Bharatpur,Chitwan,0,0,0,North East,385.0,1369.0,19.68504,
1203, Maharajgunj,Kathmandu,0,0,0,West,430.0,10267.5,16.0, Gravelled
1204, Basundhara,Kathmandu,2,1,0,West,319.0,1369.0,10.0,
1205, Namobuddha,Kavre,0,0,0,West,345.0,290912.5,15.0, Gravelled
1206, Tarkeshwor,Kathmandu,7,3,0,West,339.0,1369.0,10.0,
1207, Phase II,Lalitpur,4,3,1,South,445.0,140322.5,15.0, Paved
1208, Sankhamul,Kathmandu,0,0,0,East,376.0,1369.0,12.0, Gravelled
1209, Tokha,Kathmandu,5,6,1,South,519.0,10609.75,12.0, Blacktopped
1210, Budhanilkantha,Kathmandu,0,0,0,North East,318.0,273800.0,18.0, Blacktopped
1211, Budhanilkantha,Kathmandu,5,6,1,North East,689.0,11978.75,12.0, Blacktopped
1212, Kalopul,Kathmandu,0,0,0,West,445.0,112942.5,10.0, Blacktopped
1213, Baluwatar,Kathmandu,0,0,0,West,227.0,246420.0,14.0, Blacktopped
1214, Birgunj,Parsa,24,22,3,East,633.0,7836.75,30.0, Blacktopped
1215, Kalanki,Kathmandu,0,0,0,West,274.0,102675.0,12.0, Soil Stabilized
1216, Naikap,Kathmandu,0,0,0,West,267.0,215617.5,10.0, Blacktopped
1217, Basundhara,Kathmandu,4,3,0,South,705.0,10609.75,15.0, Gravelled
1218, Kadaghari,Kathmandu,5,0,0,West,1200.0,136900.0,12.0, Blacktopped
1219, Kageshwari-Manohara,Kathmandu,0,0,0,South,376.0,1369.0,14.0, Soil Stabilized
1220, Dhapasi,Kathmandu,3,4,4,North,589.0,342250.0,20.0, Blacktopped
1221, Newroad,Kathmandu,0,0,0,North,1200.0,1369.0,12.0, Blacktopped
1222, Tinkune,Kathmandu,0,0,0,North,345.0,143745.0,22.0, Blacktopped
1223, Maharajgunj,Kathmandu,0,0,0,East,374.0,17461595.0,20.0, Blacktopped
1224, Kadaghari,Kathmandu,0,0,0,North,643.0,119787.5,12.0, Gravelled
1225, Kadaghari,Kathmandu,6,0,0,North,2300.0,78717.5,13.0, Gravelled
1226, Jorpati,Kathmandu,0,0,0,West,226.0,1369.0,12.0, Blacktopped
1227, Itahari,Sunsari,0,0,0,South,249.0,2004.75,20.0, Blacktopped
1228, Damak,Jhapa,0,2,4,East,291.0,364500.0,50.0, Alley
1229, Shantinagar,Kathmandu,6,0,4,North,13100.0,212195.0,10.0, Blacktopped
1230, Bajrabarahi,Makwanpur,0,0,0,North East,338.0,21904.0,4.0, Gravelled
1231, Gaurighat,Kathmandu,0,0,0,West,225.0,342250.0,16.0, Gravelled
1232, Greenhill city,Kathmandu,0,0,0,East,247.0,171125.0,12.0, Blacktopped
1233, Kantipur Colony,Kathmandu,0,0,0,East,335.0,4107.0,13.0,
1234, Sankhu,Kathmandu,0,0,0,North,249.0,171125.0,20.0, Gravelled
1235, Police Station,Kathmandu,0,0,0,South,240.0,44492.5,9.0, Blacktopped
1236, Balaju,Kathmandu,0,0,0,South,360.0,1369.0,22.0, Gravelled
1237, Pasikot,Kathmandu,5,4,2,West,462.0,136900.0,20.0,
1238, Imadol,Lalitpur,0,0,0,South,430.0,1026.75,13.0,
1239, Sunrise Bank,Kathmandu,0,0,0,North,375.0,2738.0,15.0, Gravelled
1240, Little Angel's College of Higher Studies,Lalitpur,0,0,0,South,304.0,75295.0,13.0, Gravelled
1241, Jorpati,Kathmandu,0,0,0,West,262.0,143745.0,20.0, Blacktopped
1242, Kumaripati,Lalitpur,0,0,5,South East,1200.0,171125.0,22.0,
1243, Lubhu,Lalitpur,0,0,0,North,396.0,112942.5,13.0, Blacktopped
1244, Jhamsikhel,Lalitpur,2,1,1,East,914.0,1369.0,20.0, Blacktopped
1245, Ranipauwa,Pokhara,7,5,3,South East,668.0,22246.25,20.0, Gravelled
1246, Kirtipur,Kathmandu,0,0,0,South,459.0,5476.0,20.0, Gravelled
1247, Chamati,Kathmandu,0,0,0,West,322.0,1026.75,12.0, Gravelled
1248, Talimkendra,Lalitpur,5,4,0,North,419.0,1369.0,13.0, Blacktopped
1249, Bode Pool,Kathmandu,0,0,0,West,295.0,1026.75,12.0, Soil Stabilized
1250, Chandragiri,Kathmandu,0,0,0,East,289.0,1369.0,13.0, Gravelled
1251, Sukedhara,Kathmandu,11,0,0,North,473.0,1711.25,13.0, Blacktopped
1252, Mahalaxmi Nagarpalika,Lalitpur,0,0,0,East,354.0,10952.0,16.0, Gravelled
1253, Godawari,Lalitpur,0,0,0,East,610.0,9240.75,24.0, Gravelled
1254, Thamel,Kathmandu,0,0,0,West,402.0,1369.0,15.0, Blacktopped
1255, Madhyapur Thimi,Bhaktapur,0,0,0,South,257.0,1369.0,20.0, Blacktopped
1256, Baneshwor,Kathmandu,0,0,0,North,228.0,1369.0,15.0, Blacktopped
1257, Kirtipur,Kathmandu,6,4,1,South,374.0,144771.75,12.0, Gravelled
1258, Baneshwor,Kathmandu,0,0,0,South,1200.0,2053.5,12.0, Blacktopped
1259, Phusre,Dharan,0,0,0,West,567.0,1822.5,15.0, Blacktopped
1260, Patan,Lalitpur,0,0,0,West,374.0,34225.0,40.0, Paved
1261, Pokhara,Pokhara,0,0,0,West,568.0,246420.0,15.0, Gravelled
1262, Bharatpur,Chitwan,0,0,0,South East,344.0,109350.0,20.0, Gravelled
1263, Chabahil,Kathmandu,0,0,0,South East,348.0,181392.5,14.0, Blacktopped
1264, LA School,Lalitpur,2,1,0,West,596.0,1369.0,15.0, Blacktopped
1265, Lubhu,Lalitpur,0,0,0,South,469.0,112942.5,10.0, Soil Stabilized
1266, Thali Buspark,Kathmandu,0,0,0,West,344.0,1026.75,10.0, Soil Stabilized
1267, Bhaisepati,Lalitpur,0,0,0,West,615.0,1369.0,15.0, Gravelled
1268, Baneshwor,Kathmandu,0,0,0,West,764.0,1369.0,10.0, Blacktopped
1269, sano mandir,Kathmandu,6,3,2,South East,450.0,14032.25,11.0,
1270, Biratnagar,Morang,3,2,0,West,368.0,1369.0,15.0, Blacktopped
1271, Chandragiri,Kathmandu,0,0,2,South East,290.0,178996.75,20.0, Blacktopped
1272, Sanepa,Lalitpur,4,4,2,North,680.0,136900.0,13.0, Blacktopped
1273, Kamaladi,Kathmandu,0,0,0,North,275.0,175574.25,30.0, Blacktopped
1274, Sukedhara,Kathmandu,0,0,0,North,1900.0,112942.5,13.0, Soil Stabilized
1275, Kirtipur,Kathmandu,0,0,0,South,630.0,342.25,10.0, Blacktopped
1276, Pepsicola,Kathmandu,0,0,0,South West,819.0,22246.25,15.0, Blacktopped
1277,kalanki,Kathmandu,0,0,0,South West,392.0,42096.75,20.0, Blacktopped
1278, Kirtipur,Kathmandu,0,0,0,East,417.0,143745.0,13.0, Gravelled
1279, Dharan,Dharan,0,0,0,West,417.0,911.25,15.0, Gravelled
1280, Narayanpur,Chitwan,0,0,0,West,306.0,154912.5,19.68504, Gravelled
1281, Dharan,Dharan,0,0,0,West,470.0,911.25,52.0, Blacktopped
1282, Harisiddhi,Lalitpur,0,0,0,East,342.0,1369.0,13.0, Gravelled
1283, Sanepa,Lalitpur,6,3,6,South,472.0,8898.5,13.0, Paved
1284, Sanepa,Lalitpur,0,0,0,East,259.0,2738.0,20.0, Gravelled
1285, Kirtipur,Kathmandu,0,0,0,West,502.0,2738.0,20.0,
1286, Chandragiri,Kathmandu,0,0,0,West,264.0,109862.25,15.0,
1287, Chovar,Kathmandu,0,0,0,West,254.0,6160.5,15.0, Soil Stabilized
