,Address,City,Bedroom,Bathroom,Parking,Face,Views,Area,Road Width,Road Type
1942, Baluwatar,Kathmandu,0,0,0,South,354.0,3764.75,26.0, Gravelled
1943, Makalbari,Kathmandu,7,4,1,South West,270.0,107124.25,14.0, Gravelled
1944, Lazimpat,Kathmandu,0,0,0,North,366.0,2053.5,12.0,
1945, Lazimpat,Kathmandu,0,0,0,North,367.0,2738.0,12.0,
1946, Budhanilkantha,Kathmandu,0,0,0,North,272.0,15401.25,13.0, Soil Stabilized
1947, Mhepi,Kathmandu,8,4,1,North West,557.0,2395.75,15.0,
1948, Budhanilkantha,Kathmandu,0,0,0,West,229.0,4107.0,12.0, Soil Stabilized
1949, Dhapasi,Kathmandu,7,3,1,North,273.0,147167.5,12.0,
1950, Budhanilkantha,Kathmandu,0,0,0,North,197.0,2053.5,10.0, Soil Stabilized
1951, Budhanilkantha,Kathmandu,0,0,0,West,272.0,5133.75,11.0,
1952, Dallu,Kathmandu,15,5,0,North,442.0,1026.75,20.0,
1953, Basundhara,Kathmandu,0,0,0,West,1100.0,2053.5,14.0, Gravelled
1954, Samakhusi,Kathmandu,0,0,0,North,241.0,2395.75,13.0, Gravelled
1955, Basundhara,Kathmandu,0,0,0,West,335.0,1711.25,15.0,
1956, Tokha,Kathmandu,8,4,0,West,243.0,109520.0,20.0, Gravelled
1957, Samakhusi,Kathmandu,0,0,0,East,308.0,17797.0,15.0, Gravelled
1958, Samakhusi,Kathmandu,0,0,0,West,270.0,1369.0,12.0, Gravelled
1959, Samakhusi,Kathmandu,0,0,0,South East,307.0,3422.5,10.0, Gravelled
1960, Gongabu,Kathmandu,5,3,2,North,241.0,14716.75,16.0,
1961, Budhanilkantha,Kathmandu,6,3,0,South,435.0,1369.0,14.0,
1962, Kalanki,Kathmandu,3,2,1,South West,740.0,106439.75,12.0,
1963, Budhanilkantha,Kathmandu,6,2,0,East,446.0,1369.0,20.0,
1964, Basundhara,Kathmandu,3,3,0,East,314.0,1369.0,12.0,
1965, Samakhusi,Kathmandu,0,0,0,South,247.0,22246.25,15.0,
1966, Sukedhara,Kathmandu,6,4,0,South,582.0,1369.0,12.0,
1967, Mandikatar,Kathmandu,4,3,0,East,272.0,107124.25,12.0,
1968, Budhanilkantha,Kathmandu,4,5,10,South East,799.0,16428.0,13.0,
1969, Kalanki,Kathmandu,7,2,0,West,548.0,11978.75,13.0,
1970, Hattigauda,Kathmandu,5,0,0,West,455.0,22246.25,15.0,
1971, Baluwatar,Kathmandu,6,3,0,North East,2600.0,2053.5,12.0,
1972, Sitapaila,Kathmandu,11,0,0,West,602.0,1369.0,20.0,
1973, Basundhara,Kathmandu,11,0,0,South,680.0,32856.0,14.0,
1974, Sukedhara,Kathmandu,11,0,0,East,347.0,1711.25,15.0,
1975, Dhumbarahi,Kathmandu,12,0,4,East,340.0,2395.75,13.0,
1976, Bhangal,Kathmandu,9,0,3,South,355.0,10609.75,13.0,
1977, Budhanilkantha,Kathmandu,5,4,3,East,388.0,1369.0,13.0,
1978, Budhanilkantha,Kathmandu,12,0,0,East,425.0,11978.75,13.0,
1979, Kapan,Kathmandu,7,0,0,East,413.0,1026.75,13.0,
1980, Budhanilkantha,Kathmandu,10,0,3,West,449.0,2053.5,13.0,
1981, Budhanilkantha,Kathmandu,9,0,0,North West,495.0,11978.75,13.0,
1982, Budhanilkantha,Kathmandu,6,3,4,South East,265.0,2053.5,13.0,
1983, Kageshwari-Manohara,Kathmandu,0,0,0,East,217.0,1369.0,20.0,
1984, Chandol,Kathmandu,6,4,4,South East,324.0,1369.0,14.0,
1985, Budhanilkantha,Kathmandu,0,0,0,West,221.0,1369.0,12.0,
1986, Basundhara,Kathmandu,3,3,0,South West,327.0,1026.75,12.0,
1987, Budhanilkantha,Kathmandu,10,0,0,South West,565.0,1026.75,13.0,
1988, Budhanilkantha,Kathmandu,5,3,4,East,332.0,602360.0,12.0,
1989, behind Bharatpur Airport,Chitwan,1,1,1,North,680.0,1369.0,19.68504,
1990, Basbari,Kathmandu,9,4,4,South,369.0,421652.0,13.0,
1991, Thamel,Kathmandu,0,0,0,East,400.0,98568.0,20.0,
1992, Dhapakhel,Lalitpur,3,2,3,South,589.0,1026.75,10.0,
1993, Balaju,Kathmandu,5,2,3,North West,486.0,110204.5,13.0,
1994, Satdobato,Lalitpur,5,4,3,North,468.0,103017.25,16.0,
1995, Sunderbasti,Kathmandu,5,3,2,East,599.0,10952.0,13.0,
1996, Swayambhu,Kathmandu,4,2,2,South,1100.0,10609.75,18.0,
1997, Kalikasthan,Kathmandu,5,2,4,West,720.0,34567.25,20.0,
1998, Samakhusi,Kathmandu,6,4,3,North,279.0,103017.25,10.0,
1999, Chabahil,Kathmandu,5,4,4,South West,266.0,1369.0,12.0,
2000, Ramkot,Kathmandu,4,3,4,East,583.0,113627.0,20.0,
2001, Sitapaila,Kathmandu,5,5,4,East,286.0,3080.25,12.0,
2002, Tarkeshwor,Kathmandu,6,3,3,South,328.0,1369.0,12.0,
2003, Sukedhara,Kathmandu,0,0,0,West,245.0,520904.5,20.0,
2004, Gongabu,Kathmandu,10,6,4,West,277.0,14374.5,10.0,
2005, Balkhu,Kathmandu,0,0,0,East,311.0,76664.0,20.0,
2006, Pokhari,Kathmandu,0,0,0,North,327.0,2395.75,20.0,
2007, Kadaghari,Kathmandu,6,4,3,South East,247.0,10952.0,13.0,
2008, Pepsicola,Kathmandu,10,6,4,East,808.0,10952.0,13.0,
2009, Kadaghari,Kathmandu,4,1,2,East,452.0,1026.75,13.0,
2010, Balaju,Kathmandu,0,0,0,West,231.0,216644.25,20.0,
2011, Balaju,Kathmandu,12,4,5,North,257.0,137584.5,0.0,
2012, Joranku,Kathmandu,3,3,2,South,260.0,10952.0,10.0,
2013, Tarkeshwor,Kathmandu,0,0,0,South West,275.0,2395.75,26.0,
2014, Samakhusi,Kathmandu,0,0,0,East,226.0,1369.0,20.0,
2015, Sitapaila,Kathmandu,4,2,0,East,331.0,1711.25,13.0,
2016, Imadol,Lalitpur,4,4,2,South East,1900.0,102675.0,13.0,
2017, Thamel,Kathmandu,4,4,4,East,316.0,79402.0,12.0,
2018, Thamel,Kathmandu,0,0,0,East,267.0,607836.0,26.0,
2019, Gongabu,Kathmandu,9,9,3,North,298.0,7529.5,9.0,
2020, Samakhusi,Kathmandu,5,4,3,South,356.0,7529.5,16.0,
2021, Sano Bharyang,Kathmandu,4,5,3,East,247.0,137584.5,12.0,
2022, Naxal,Kathmandu,2,2,2,South West,323.0,1369.0,16.0,
2023, Bhaisepati,Lalitpur,2,2,2,West,864.0,1369.0,24.0,
2024, Panipokhari,Kathmandu,2,2,2,West,356.0,1369.0,20.0,
2025, Lazimpat,Kathmandu,3,3,2,South,737.0,1369.0,20.0,
2026, Old Baneshwor,Kathmandu,0,0,0,South,6100.0,246420.0,19.68504,
2027, Durbar Marg,Kathmandu,2,2,2,North East,375.0,1369.0,13.0,
2028, Dhapakhel,Lalitpur,4,3,1,South,5900.0,147167.5,13.0,
2029, Budhanilkantha,Kathmandu,3,3,1,South West,6500.0,154012.5,18.0,
2030, Lazimpat,Kathmandu,0,0,0,East,419.0,68450.0,0.0,
2031, Lazimpat,Kathmandu,0,0,0,East,518.0,61605.0,0.0,
2032, Lalitpur,Lalitpur,0,0,0,East,325.0,120472.0,20.0,
2033, Bhat bhateni,Kathmandu,0,0,0,South,4900.0,1369.0,35.0, Blacktopped
2034, Bhaisepati Colony,Lalitpur,0,0,0,South East,520.0,205350.0,16.0,
2035, Dhungedhara,Kathmandu,0,0,0,East,425.0,171125.0,16.0,
2036, Sarbotchrit School,Lalitpur,4,3,1,South East,768.0,172151.75,13.0,
2037, Sunderbasti,Kathmandu,6,4,1,South East,375.0,172151.75,13.0,
2038, Padma Colony,Kathmandu,0,0,0,East,302.0,136900.0,13.0,
2039, Lubhu,Lalitpur,6,2,0,East,351.0,5476.0,18.0,
2040, Bishal Nagar,Kathmandu,3,2,0,East,394.0,1369.0,20.0,
2041, Swayambhu,Kathmandu,2,2,0,South East,371.0,1369.0,15.0,
2042, Kamalpokhari,Kathmandu,2,3,0,North East,565.0,1369.0,20.0,
2043, Jhamsikhel,Lalitpur,2,1,0,East,554.0,1369.0,15.0,
2044, Dhobighat,Lalitpur,3,2,0,East,619.0,1369.0,20.0,
2045, kathmandu,Kathmandu,0,3,0,West,524.0,45519.25,32.0,
2046, Baneshwor,Kathmandu,5,2,5,East,1800.0,3422.5,13.0,
2047, Radio Tower,Lalitpur,5,3,2,East,12700.0,4449.25,20.0,
2048, Maligaon,Kathmandu,5,6,0,North West,607.0,4107.0,13.0,
2049, Bhatbhateni,Kathmandu,10,10,0,East,561.0,11294.25,16.0,
2050, Kalanki,Kathmandu,0,0,0,South East,317.0,4449.25,20.0,
2051, Teaching Hospital,Kathmandu,10,6,0,East,392.0,103017.25,36.08924,
2052, Godawari,Lalitpur,0,0,0,South,360.0,3422.5,24.0,
2053, Chabahil,Kathmandu,10,4,0,West,383.0,15401.25,20.0,
2054, Tikathali,Lalitpur,0,0,0,West,9300.0,174889.75,14.0,
2055, Satungal,Kathmandu,0,0,0,South,308.0,113969.25,14.0,
2056, Sanepa,Lalitpur,14,5,0,North,423.0,10952.0,13.0,
2057, Dhapasi,Kathmandu,0,0,0,South East,437.0,6160.5,20.0,
2058, Bhaisepati,Lalitpur,3,3,0,North,550.0,15401.25,16.0,
2059, Hattiban,Lalitpur,3,2,0,North,598.0,1369.0,20.0,
2060, Syuchatar,Kathmandu,5,3,0,North,383.0,112942.5,20.0,
2061, Tripureshwor,Kathmandu,3,4,0,South East,839.0,1369.0,13.0,
2062, Balkhu,Kathmandu,7,7,0,South,695.0,3080.25,10.0,
2063, Godawari,Lalitpur,0,0,0,South East,703.0,559647200.0,20.0,
2064, Kirtipur,Kathmandu,4,4,0,South East,783.0,2053.5,20.0,
2065, Baneshwor,Kathmandu,0,0,0,South,488.0,32513.75,20.0,
2066, Bhaisepati,Lalitpur,0,0,0,North,362.0,2738.0,13.0,
2067, Hattisar,Kathmandu,6,0,0,West,375.0,109862.25,20.0,
2068, Lokanthali,Bhaktapur,14,4,0,East,360.0,24299.75,14.0,
2069, Ravi Bhawan,Kathmandu,0,0,0,East,594.0,4107.0,13.0,
2070, Sankhamul,Kathmandu,0,0,0,West,476.0,7529.5,20.0,
2071, Swayambhu,Kathmandu,4,2,0,South,623.0,16428.0,16.0,
2072, Kalanki,Kathmandu,0,0,0,North East,299.0,24984.25,13.0,
2073, Kirtipur,Kathmandu,0,0,0,North East,302.0,2053.5,22.0,
2074, Kalanki,Kathmandu,7,4,4,East,407.0,20877.25,14.0,
2075, Tahachal,Kathmandu,0,0,0,North East,502.0,85562.5,16.0,
2076, Hattiban,Lalitpur,0,0,0,South,329.0,24299.75,20.0,
2077, Thulo Bharyang,Kathmandu,3,4,4,North West,291.0,2139062.5,20.0,
2078, Godawari,Lalitpur,0,0,0,North East,282.0,5364768.75,16.0,
2079, Kalanki,Kathmandu,8,7,0,East,654.0,256687.5,14.0,
2080, Dadikot,Bhaktapur,12,4,0,South,291.0,1369.0,20.0,
2081, Hattigauda,Kathmandu,0,0,0,South East,281.0,239575.0,20.0,
2082, Thapathali,Kathmandu,5,2,0,East,622.0,148194.25,14.0,
2083, Hattigauda,Kathmandu,0,0,0,South East,371.0,513375.0,16.0,
2084, Chabahil,Kathmandu,0,0,0,West,266.0,1369.0,20.0,
2085, Thamel,Kathmandu,23,16,4,West,390.0,1197875.0,12.0,
2086, Durbar Marg,Kathmandu,0,0,0,North,411.0,393587.5,17.0,
2087, Tripureshwor,Kathmandu,0,0,0,North East,245.0,592092.5,20.0,
2088, Durbar Marg,Kathmandu,0,0,0,South East,247.0,2738000.0,20.0,
2089, Mandikatar,Kathmandu,4,3,3,West,261.0,547600.0,13.0,
2090, Hattigauda,Kathmandu,0,0,0,North East,744.0,205350.0,12.0,
2091, Mulpani,Kathmandu,5,3,1,North,7400.0,102675.0,10.0,
2092, Basbari,Kathmandu,0,0,0,South,318.0,2053500.0,12.0,
2093, Baluwatar,Kathmandu,0,0,0,South East,328.0,393587.5,12.0,
2094, Chapali,Kathmandu,0,0,0,North East,498.0,6845.0,15.0,
2095, Sanepa,Lalitpur,0,0,0,East,685.0,205350.0,15.0,
2096, Bishal Nagar,Kathmandu,2,2,0,North,447.0,1369.0,20.0,
2097, Thankot,Kathmandu,0,0,0,South East,384.0,43808000.0,20.0,
2098, Dhumbarahi,Kathmandu,0,0,0,West,484.0,154012.5,20.0,
2099, Chundevi,Kathmandu,0,0,0,South East,441.0,136900.0,12.0,
2100, Nag Pokhari,Kathmandu,0,0,0,South East,272.0,1369.0,20.0,
2101, Bhangal,Kathmandu,0,0,0,South East,376.0,10952000.0,15.0,
2102, Budhanilkantha,Kathmandu,0,0,0,East,288.0,5476000.0,15.0,
2103, Budhanilkantha,Kathmandu,0,0,0,North East,442.0,136900.0,20.0,
2104, Dakshinkali,Kathmandu,0,0,0,South East,318.0,10952000.0,0.0,
2105, Budhanilkantha,Kathmandu,0,0,0,South East,302.0,171125.0,12.0,
2106, Dhapasi,Kathmandu,4,3,0,West,382.0,188237.5,15.0,
2107, Putalisadak,Kathmandu,0,0,0,East,483.0,109520.0,13.0,
2108, Naxal,Kathmandu,0,0,0,South,383.0,8214.0,20.0,
2109, Hadigaun,Kathmandu,4,3,1,South,344.0,6845.0,15.0,
2110, Harisiddhi,Lalitpur,8,7,2,East,13300.0,24299.75,10.0,
2111, Grande Villa,Kathmandu,4,3,1,East,496.0,1369.0,0.0,
2112, Naxal,Kathmandu,4,3,1,West,295.0,8214.0,20.0,
2113, Baluwatar,Kathmandu,5,5,1,East,392.0,1369.0,16.0,
2114, Hattigauda,Kathmandu,0,2,1,East,682.0,1369.0,15.0,
2115, Lazimpat,Kathmandu,0,0,0,South East,279.0,9856800.0,20.0,
2116, Hattigauda,Kathmandu,4,4,2,East,7100.0,246420.0,13.0,
2117, Chabahil,Kathmandu,14,4,10,South,1200.0,11978.75,20.0,
2118, Tika Resort,Pokhara,0,0,0,South East,1600.0,1369.0,20.0,
2119, Ravi Bhawan,Kathmandu,0,0,0,East,437.0,376475.0,13.0,
2120, Chandol,Kathmandu,0,0,0,South,399.0,239575.0,13.0,
2121, Kalanki,Kathmandu,6,3,2,East,2400.0,246420.0,20.0,
2122, Lakeside,Pokhara,0,0,0,South East,669.0,19166000.0,25.0,
2123, Benighat Rorang Gaupalika,Dhading,0,0,0,South,330.0,23546800.0,25.0,
2124, Sarankot,Pokhara,0,0,0,South East,359.0,219040000.0,20.0,
2125, Thamel,Kathmandu,0,0,0,West,514.0,752950.0,19.68504,
2126, Kakarbhitta,Jhapa,0,0,0,East,463.0,3462750.0,25.0,
2127, Pepsicola,Kathmandu,0,13,12,South East,4400.0,376475.0,23.0,
2128, Lakeside,Pokhara,0,0,0,South,1200.0,1026750.0,36.08924,
2129, Mahalaxmi Nagarpalika,Lalitpur,0,0,0,South East,550.0,301180000.0,29.52756,
2130, Nepal Cancer Hospital,Lalitpur,0,0,0,South East,312.0,1369.0,29.52756,
2131, Lazimpat,Kathmandu,0,0,0,East,1200.0,308025.0,36.08924,
2132, Hattiban,Lalitpur,0,0,0,South,2600.0,2738.0,24.0,
2133, Maharajgunj,Kathmandu,0,0,0,North,2300.0,18481.5,32.0,
2134, Sanepa,Lalitpur,7,3,2,North East,4000.0,2738.0,15.0,
2135, Pulchowk,Lalitpur,2,1,0,South West,1800.0,1369.0,11.0,
2136, Budhanilkantha,Kathmandu,0,0,0,North,657.0,27380000.0,15.0,
2137, Khumaltar,Lalitpur,5,5,3,East,6400.0,3080.25,13.0,
2138, Mulpani,Kathmandu,0,0,0,North East,2400.0,109520.0,13.0,
2139, Mulpani,Kathmandu,0,0,0,South East,673.0,1369.0,13.0,
2140, Jhamsikhel,Lalitpur,2,1,1,East,6800.0,1369.0,20.0,
2141, Gothatar,Kathmandu,0,0,0,West,401.0,144429.5,10.0,
2142, Kadaghari,Kathmandu,0,0,0,South,429.0,2395.75,18.0,
2143, Pepsicola,Kathmandu,0,0,0,North,465.0,143745.0,19.68504,
2144, Budhanilkantha,Kathmandu,4,6,5,South East,44200.0,59209.25,20.0, Blacktopped
2145, Budhanilkantha,Kathmandu,5,4,4,West,3600.0,513375.0,13.0,
2146, Baneshwor,Kathmandu,0,0,0,North West,5700.0,444925.0,18.0,
2147, Tikathali,Lalitpur,0,0,0,North East,2300.0,547600.0,22.0,
2148, Bhaisepati,Lalitpur,3,2,1,North West,1600.0,65712000.0,28.0,
2149, Bhaisepati,Lalitpur,3,2,1,North West,1700.0,65712000.0,28.0,
2150, Lokanthali,Bhaktapur,6,3,2,North East,4900.0,246420.0,18.0,
2151, Budhanilkantha,Kathmandu,4,5,4,South,5500.0,386742.5,18.0,
2152,Narayanthan,Kathmandu,5,5,2,North East,1400.0,171125.0,15.0,
2153, Bisnumati pool,Kathmandu,4,1,1,South,1800.0,109520.0,15.0,
2154, Manamaiju,Kathmandu,8,2,1,East,596.0,136900.0,15.0,
2155, Narayanthan,Kathmandu,5,5,2,North,1200.0,171125.0,15.0,
2156,Mahanagarpalika,Kathmandu,12,4,2,South East,635.0,171125.0,15.0,
2157, Thamel,Kathmandu,0,0,0,East,2800.0,136900.0,0.0,
2158, Pasikot,Kathmandu,7,5,2,North,13600.0,1711.25,12.0,
2159, Chapali,Kathmandu,0,0,0,South West,3000.0,147167.5,13.0,
2160, Budhanilkantha,Kathmandu,0,0,0,East,5400.0,205350.0,0.0,
2161, Bhaisepati,Lalitpur,0,0,0,South,1200.0,171125.0,13.0,
2162, Baneshwor,Kathmandu,0,0,0,East,4000.0,277222.5,16.0,
2163, Bhaisepati,Lalitpur,3,2,1,South,24700.0,140322.5,15.0,
2164, Bhaisepati,Lalitpur,0,0,0,South East,1400.0,171125.0,13.0,
2165, Bhaisepati,Lalitpur,0,0,0,East,903.0,171125.0,0.0,
2166, Bhaisepati,Lalitpur,0,0,0,East,1700.0,205350.0,0.0,
2167, Bhaisepati,Lalitpur,0,0,0,West,1700.0,1369.0,0.0,
2168, Bhaisepati,Lalitpur,0,0,0,West,1700.0,2738.0,20.0,
2169, Kathmandu,Lalitpur,6,3,2,North,953.0,1369.0,10.0,
2170, near Godawari village resort,Lalitpur,6,4,3,East,1300.0,410700.0,10.0,
2171, Panchkhal,Kavre,0,0,0,North,978.0,5476000.0,16.0,
2172, Bhatbhateni,Kathmandu,0,0,0,North,798.0,212195.0,20.0,
2173, Pokhara,Pokhara,0,0,0,East,1100.0,1369.0,20.0,
2174, Kavresthali,Kathmandu,0,0,0,East,1500.0,175232.0,13.0,
2175, Pokhara,Pokhara,5,4,3,East,1400.0,205350.0,18.0,
2176, Pokhara,Pokhara,5,6,3,East,873.0,4107.0,0.0,
2177, Pokhara,Pokhara,0,0,0,East,1100.0,1369.0,20.0,
2178, Pokhara,Pokhara,0,0,0,East,727.0,1369.0,20.0,
2179, Raam Bazar,Pokhara,0,0,0,East,534.0,4791.5,14.0,
2180, Kamal Pokhari,Pokhara,0,0,0,East,1100.0,1369.0,20.0,
2181, Pokhara,Pokhara,0,0,0,East,880.0,1369.0,20.0,
2182, Dada Pauwa,Kathmandu,4,2,2,South,1200.0,109520.0,13.0,
2183, Hattiban,Lalitpur,7,3,2,North East,948.0,178654.5,16.0,
2184, kathmandu,Kathmandu,0,0,0,East,568.0,376475.0,20.0,
2185, Baluwatar,Kathmandu,11,6,2,East,1200.0,239575.0,20.0,
2186, Baneshwor,Kathmandu,6,4,0,East,405.0,136900.0,30.0,
2187, Sitapaila,Kathmandu,4,3,2,West,1500.0,1369.0,20.0,
2188, Bhaisepati,Lalitpur,10,5,2,North East,1500.0,143745.0,16.0,
2189, Bhaisepati,Lalitpur,12,5,1,North,484.0,143745.0,13.0,
2190, Lazimpat,Kathmandu,4,5,2,North East,5500.0,1369.0,0.0,
2191, Jamal,Kathmandu,0,0,0,West,552.0,239575.0,30.0,
2192, Chabahil,Kathmandu,0,0,0,North,3900.0,11499600.0,20.0,
2193, Sitapaila,Kathmandu,0,0,0,East,625.0,106439.75,12.0,
2194, Pepsicola,Kathmandu,0,0,0,East,1800.0,205350.0,20.0,
2195, Pepsicola,Kathmandu,0,0,0,South West,1500.0,144429.5,20.0,
2196, Pepsicola,Kathmandu,3,2,1,North West,16100.000000000002,1369.0,20.0,
2197, Gothatar,Kathmandu,0,0,0,North,1300.0,144429.5,26.24672,
2198, Maitidevi,Kathmandu,0,0,0,East,8600.0,1026.75,25.0,
2199, Nakhipot,Lalitpur,5,4,7,East,11900.0,13142400.0,20.0,
2200, Budhanilkantha,Kathmandu,4,5,7,South West,14900.0,10952000.0,20.0,
2201, Machhegaun,Kirtipur,5,2,7,South,15000.0,19166000.0,12.0,
2202, Kupondole,Lalitpur,4,3,5,North,5600.0,10267.5,30.0,
2203, Budhanilkantha,Kathmandu,0,0,0,North,7800.0,240259.5,12.0,
2204, Chapali,Kathmandu,5,5,5,North East,3100.0,5476.0,16.0,
2205, Sitapaila,Kathmandu,4,2,1,North East,1400.0,8556.25,13.0,
2206, Budhanilkantha,Kathmandu,5,3,1,East,1500.0,2738.0,12.0,
2207, Baneshwor,Kathmandu,9,3,4,North,2500.0,17454.75,13.0,
2208, Baluwatar,Kathmandu,5,2,5,East,19600.0,4449.25,12.0,
